Kód obce;poradie na hlasovacom lístku;meno;priezvisko;titul;vek;povolanie;strany;počet hlasov
510971;2;Jana;Štefková;;56;invalidná dôchodkyňa;132;54
510998;1;Ján;Bednárik;Ing.;55;vodohospodár;111;716
510998;2;Patrik;Habo;;50;podnikateľ;001;2959
510998;3;Petronela;Ilavská;;43;nezamestnaná;107;94
510998;4;Tomáš;Klopta;JUDr.;43;právnik;001;1729
510998;5;Ľubomír;Kubáň;JUDr.;47;riaditeľ úradu práce;001;5199
511005;1;Milan;Frič;Mgr.;57;starosta obce;001;1049
511005;2;Vladimír;Klačan;;42;živnostník;001;809
511013;1;Ľubica;Rybárska;Mgr.;56;nezamestnaná;001;226
511013;2;Vladimír;Šiarnik;Ing.;61;živnostník;103;137
511030;1;Rudolf;Baleja;;69;dôchodca;001;166
511030;2;Vladimír;Urban;JUDr., PhD.;62;starosta;001;412
511048;1;Naďa;Ďurišová;Ing.;45;personalistka, manažérka pre ekonomiku a projekty;001;131
511048;2;Vladimír;Feketík;;57;manažér;136;86
511048;3;Ján;Kubáň;;40;manažér;106;172
511048;4;Dušan;Matejka;;45;starosta obce;001;94
511048;5;Dušan;Repa;Ing.;56;bezpečnostný analytik;120;0
511056;1;Beáta;Rázgová;Bc.;51;ekonómka;132,106;284
511056;2;Ladislav;Zvara;;60;starosta;136;190
511064;1;Milan;Široň;Ing.;43;starosta;143;239
511072;1;Ľubomíra;Markovičová;Mgr.;37;učiteľka;001;86
511072;2;Stanislav;Repa;;36;stolár;103;55
511099;1;Vladimír;Multáň;;45;starosta;136;173
511102;1;Igor;Tulinský;;46;starosta;111;284
511111;1;Ľubica;Chlebová;;57;starostka;001;170
511129;1;Ľubomír;Čonka;;58;podnikateľ;001;109
511129;2;Peter;Čupka;Mgr.;51;štátny zamestnanec;001;261
511129;3;Miroslav;Ilavský;;49;živnostník;132;51
511129;4;Milan;Lištiak;Ing.;54;starosta;106;384
511145;1;Deana;Hyžinská;;37;asistentka predaja;001;19
511145;2;Michal;Kováč;;36;automechanik;001;48
511145;3;Jakub;Tomko;;25;pracovník piliarskej drevovýroby;136;135
511153;1;Róbert;Klubica;;49;starosta obce;001;229
511153;2;Antonín;Poleč;;68;dôchodca;111;126
511153;3;Mirka;Strmenská;;55;administratívna pracovníčka;001;12
511170;1;Ľubomír;Kokavec;JUDr.;52;konateľ s.r.o.;001;296
511170;2;Pavel;Krupa;Mgr.;52;učiteľ;001;465
511170;3;Miloslav;Polák;;60;dôchodca;132;32
511188;1;Ľubica;Trégerová;;61;starostka;136;60
511196;1;Pavel;Baráni;Mgr.;43;tlmočník;001;221
511196;2;Andrea;Hodžová;Mgr.;47;riaditeľka sociálneho zariadenia;001;75
511196;3;Peter;Lešťan;;57;pracovník obce;001;92
511196;4;Vladimír;Mlynček;;50;SZČO;001;230
511196;5;Dušan;Nemtušiak;Mgr.;44;profesionálny vojak;001;34
511196;6;Peter;Stromko;;48;mestský policajt;001;20
511200;1;Ján;Zvara;Mgr.;47;starosta obce;001;182
511218;1;Renáta;Endrődyová;JUDr.;53;advokátka;001;1622
511218;2;Peter;Jakubove;JUDr.;36;právnik;001;444
511218;3;Michal;Kelemen;;34;opatrovateľ;138;46
511218;4;Rút;Olšiaková;Ing.;53;štátna zamestnankyňa;001;1712
511218;5;Alexandra;Pivková;PhDr.;58;primátorka mesta;152,128,117,135,145;2788
511226;1;Jaroslav;Maslen;;52;podnikateľ;001;49
511234;1;Zoltán;Marcinkó;Mgr.;38;starosta obce;145;213
511251;1;Ladislav;Vanko;;50;starosta;001;215
511269;1;Branislav;Knechta;Mgr.;56;starosta obce;001;286
511269;2;Jozef;Vaculčiak;;33;profesionálny vojak;001;71
511277;1;Marian;Čerpák;JUDr., Ing.;41;starosta obce;136,106,135;82
511293;1;Miroslav;Malatinec;;42;starosta;001;178
511293;2;Tomáš;Malček;;41;majster v ťažobnom priemysle;001;60
511293;3;Martina;Sekerešová;;47;zdravotná sestra;001;25
511315;1;Igor;Čomaj;Ing.;58;nezamestnaný;001;16
511315;2;Pavol;Juraštík;;47;vodič medzinárodnej kamiónovej dopravy;001;37
511315;3;Jozef;Melicher;;54;starosta;111;524
511315;4;Július;Palík;;54;konateľ spoločnosti;001;217
511323;1;Vojtech;Bodor;Mgr., LL.M., dr.h.c.;55;starosta obce;136,106;311
511323;2;Sebastián;Gáspár;Mgr.;36;podnikateľ;145;95
511323;3;Daniel;Oláh;;41;nezamestnaný;001;81
511331;1;Adrián;Karkusz;Mgr.;31;starosta obce;136,106;125
511340;1;Ivan;Miko;;59;starosta;001;173
511358;1;Stanislava;Jamnická;Ing.;39;špecialistka pre regionálny rozvoj a rozvoj vidieka;136;306
511358;2;Jozef;Krupa;;64;dôchodca;125;21
511358;3;Jaroslava;Marková;;43;vedúca doručovateľov;001;18
511358;4;Ján;Sivok;Ing., PhD.;43;projektový manažér;142,135;307
511358;5;Marek;Žilka;JUDr.;46;policajt MV SR;001;158
511366;1;Bronislava;Kúdeľková;;56;odborná referentka;001;63
511366;2;Miroslav;Remeník;Ing.;55;starosta;001;223
511374;1;Peter;Jazbec;Bc.;57;výsluhový dôchodca;001;31
511374;2;Mária;Oravcová;Mgr.;42;starostka;136,106;112
511391;1;Attila;Agócs;Mgr., PhD.;43;primátor;145;1722
511391;2;Tibor;Palúch;;44;technik;106;441
511404;1;Ján;Danko;;59;nezamestnaný;142;41
511404;2;Michal;Muránsky;;37;starosta obce;001;285
511404;3;Ladislav;Trizna;;54;živnostník;109;87
511421;1;Evald;Malatinec;;45;predajca;135;49
511421;2;Alexander;Udvardy;Mgr.;38;starosta;001;645
511439;1;Karol;Ferencz;Ing.;47;starosta;145;121
511439;2;Adrián;Zsélyi;;48;živnostník;106;169
511447;1;Nataša;Iskrová;;59;starostka;136,106;103
511463;1;Erika;Cerovská;;68;dôchodkyňa;106;22
511463;2;Marián;Krnáč;;46;strojník;136;10
511463;3;Ladislav;Mácka;;38;starosta;001;90
511471;1;Peter;Ďuriško;;49;nezamestnaný;001;16
511471;2;Michal;Fungáč;;39;manažér maklérskej spoločnosti;001;83
511471;3;Štefan;Kapec;;27;nezamestnaný;001;59
511471;4;Michal;Katreniak;;36;konateľ s.r.o.;001;266
511471;5;Ján;Šárkan;;72;starosta;001;374
511471;6;Roman;Uhrin;Ing.;36;podnikateľ – SZČO;001;262
511480;1;Réka;Papp;;32;starostka;001;61
511498;1;Ján;Chromek;Ing.;57;starosta;106;669
511498;2;Zdenko;Matušiak;;42;stavbár;001;402
511501;1;Martin;Šalgo;;34;nezamestnaný;001;21
511510;1;Ľubomír;Bahleda;Mgr.;60;manažér;136,125;64
511510;2;Mário;Kubiš;Bc.;33;starosta;111;229
511528;1;Richard;Laššan;;40;starosta obce;001;117
511536;1;Ernest;Gorelík;;57;SZČO;117;8
511536;2;Dušan;Sudár;;54;starosta obce;136;20
511544;1;Vladimír;Kumštár;;46;starosta obce;136,106;93
511544;2;Ľubomír;Segeč;;48;vodič;142;31
511552;1;Milan;Alberti;;52;nezamestnaný;142,106;145
511552;2;Pavol;Gabľas;Mgr.;28;učiteľ;125;67
511552;3;Pavel;Mičianik;PhD., M.A., PhDr.;49;nezamestnaný;001;164
511552;4;Jozef;Pupala;;58;SZČO;001;54
511552;5;Ľubomír;Tkáč;JUDr.;45;vodič;001;70
511552;6;Ján;Uhrin;;54;vedúci pracovník;136,135;100
511552;7;Andrea;Valachová;Bc.;46;ekonómka;111;170
511561;1;Martina;Bútová;;50;zdravotnícka laborantka;001;83
511561;2;Lea;Segečová;Mgr.;49;učiteľka;106;35
511579;1;Erika;Kajbová;JUDr., Mgr.;39;učiteľka;001;24
511579;2;Maroš;Kanát;;49;obsluha čerpacej stanice;001;24
511579;3;Peter;Tejiščák;Ing.;66;starosta obce;136,106,135,142;68
511595;1;Igor;Lacko;Ing.;44;starosta;132,136,106;354
511609;1;Bronislava;Brablecová;Ing.;50;starostka;001;79
511617;1;Miroslav;Čičmanec;;74;starosta;136;44
511617;2;Monika;Košová;Mgr.;55;štátna zamestnankyňa;111;21
511617;3;Michaela;Vóglová;Mgr.;41;vychovávateľka;106;0
511625;1;Anton;Baláž;;32;robotník;001;8
511625;2;Zoltán;Benkő;MVDr.;63;starosta obce;136,106;161
511625;3;Peter;Matúška;PhDr.;39;odborný garant KC;001;178
511625;4;Dana;Miklóšová;;55;živnostníčka;132;2
511625;5;Ondrej;Stieranka;;53;opatrovateľ;145;7
511641;1;Ivana;Kondačová;Mgr.;45;štátna radkyňa;001;337
511641;2;Marta;Šuleková;;55;SZČO;142,106;192
511668;1;Gabriel;Berki;;36;živnostník;142;77
511668;2;Tivadar;Berky;Bc.;48;starosta;119;120
511676;1;Tímea;Magová;Ing.;35;SZČO;125;28
511676;2;Alena;Spodniaková;;47;starostka obce;136,106;51
511684;1;Pavel;Salva;Ing.;48;starosta;136,106,111,132;102
511692;1;Miriam;Garajová;Mgr.;48;riaditeľka;001;97
511692;2;Marián;Gondáš;;29;profesionálny vojak;001;18
511692;3;Roman;Markovič;Bc.;51;výsluhový dôchodca;001;64
511692;4;Atilla;Papp;;54;starosta;145;108
511706;1;Ľubomír;Aláč;Ing.;33;starosta obce;136,106,142;90
511714;1;Peter;Káka;;43;profesionálny vojak;001;11
511714;2;Gabriela;Soós;Bc.;38;vedúca kancelárie;001;75
511714;3;Michal;Vasiľko;;52;podnikateľ;001;20
511722;1;Miroslav;Plaucha;;51;starosta obce;136;48
511731;1;Jozef;Malatinec;;56;starosta obce;106;208
511749;1;Peter;Kulich;Ing.;56;starosta;001;130
511757;1;Pavel;Kyseľ;;58;starosta obce;106,136;49
511757;2;Mária;Schedlingová;;63;dôchodkyňa;135;30
511765;1;Martina;Brisudová;Mgr.;48;primátorka;119,128,152,135;824
511765;2;Peter;Sitor;;37;SZČO;001;1557
511773;1;Erik;Marčok;;35;starosta;136;24
511781;1;Gábor;Nagy;;38;starosta;001;77
511790;1;Péter;György;Ing.;60;starosta;145;330
511790;2;Ladislav;Korponai;;66;podnikateľ;001;211
511803;1;Karol;Baumann;;44;štátny zamestnanec;001;135
511803;2;Jozef;Figa;;59;dobrovoľne nezamestnaný;001;80
511803;3;Ladislav;Sóky;Ing.;69;starosta obce;001;140
511803;4;Darina;Šüliová;Ing.;65;ekonómka;136;13
511811;1;Ján;Murín;Ing.;40;samostatný referent oddelenia priemyselného inžinierstva;001;49
511811;2;Milan;Spodniak;Ing.;50;starosta obce;136,142;138
511820;1;Jana;Cabanová;;56;starostka;001;84
511820;2;Július;Kováč;Ing.;54;IT špecialista;107;44
511820;3;Róbert;Sabo;;49;skladník;106;18
511838;1;Jozef;Líška;;59;starosta;106,135;226
511838;2;Erik;Ridzoň;;30;podnikateľ;154;142
511846;1;Jozef;Gembec;Ing.;59;starosta obce;001;169
511846;2;Radovan;Kondrlík;PhDr.;45;redaktor;001;138
511854;1;Július;Ferencz;;56;starosta;001;180
511854;2;Július;Varga;;59;obchodný manažér;114;81
511862;1;Peter;Badinka;Ing.;36;starosta;136,106,135;114
511871;1;Adrián;Földi;;44;súkromný podnikateľ;114;50
511871;2;Arnold;Kurunci;;44;starosta;106,145;484
511871;3;Henrich;Šustek;;42;súkromný podnikateľ;152;58
511889;1;Marián;Habovčík;Mgr.;55;pedagóg;136,125;25
511889;2;Viera;Havranová;;43;opatrovateľka;106;29
511897;1;Richard;Mede;Ing.;35;majster odbornej výchovy;106;43
511897;2;Alfréd;Tima;;57;logistik;114;32
511897;3;Zoltán;Végh;;65;starosta;145;146
511901;1;Lívia;Bračoková;Ing.;47;referentka investičnej výstavby a životného prostredia;001;65
511901;2;Daniel;Ivanič;;41;nezamestnaný;136,106;57
511901;3;Martina;Stehlíková;;47;nezamestnaná;001;6
511901;4;Peter;Šarkan;PhDr.;49;nezamestnaný;001;65
511919;1;Ján;Mičuda;Ing.;50;starosta obce;001;534
511919;2;Miroslava;Šebenová Hajdů;Mgr.;40;predajkyňa mobilného operátora;001;86
511927;1;Ján;Debnár;;52;manažér, maklér;001;59
511927;2;Marcel;Hudec;Mgr.;53;starosta;136;258
511927;3;Pavel;Iskra;;40;vodič autobusu;001;101
511943;1;Peter;Čeman;Bc.;40;starosta obce;001;126
511943;2;Pavol;Ďurica;Bc.;55;zamestnanec verejnej správy;001;68
511978;1;Ján;Jánošík;Mgr.;41;odborný poradca;001;100
511978;2;Dana;Katonová;PaedDr.;46;živnostníčka;001;35
511978;3;Pavel;Olšiak;Ing.;50;starosta;106;164
511994;1;Gabriel;Rácz;Ing.;60;starosta;001;302
511994;2;Róbert;Šuba;Mgr.;31;teamleader;001;127
512001;1;Iveta;Bračoková;JUDr.;53;advokátka;136;90
512001;2;Jozef;Líška;;62;starosta;106;106
512001;3;Ján;Paál;;46;SZČO;001;52
512010;1;Viera;Rubintová;Mgr.;60;starostka;106,145;195
512036;1;Marek;Belák;Ing.;57;martinský poslanec;001;571
512036;2;Ján;Danko;prof., MUDr., CSc.;72;primátor mesta;001;4273
512036;3;Milan;Ftorek;;34;aktivista;001;1626
512036;4;Martin;Kalnický;Mgr.;46;manažér, podnikateľ;001;2954
512036;5;Jozef;Petráš;Mgr.;47;expert pre presadzovanie verejného záujmu, transparentné opatrenia a stratégie otvorenej samosprávy, ekologický startupista a projektový manažér;001;470
512036;6;Stanislav;Thomka;Ing., MBA;38;projektový manažér;001;3212
512036;7;Michal;Uherčík;Ing.;41;konzultant v priemysle;127,128,118;3433
512044;1;Milan;Černák;;60;invalidný dôchodca;136;51
512052;1;Tomáš;Kalnický;;27;hokejový tréner;001;44
512052;2;Eduard;Kuchárik;Mgr.;43;SZČO;001;451
512052;3;Matej;Svrček;;31;operátor zariadení tepelného spracovania kovov;001;102
512061;1;Milan;Remšík;Ing.;60;starosta obce;001;128
512061;2;Rastislav;Romančík;;42;SZČO;001;70
512079;1;Karol;Čičmanec;Mgr. art., ArtD.;42;starosta obce;001;504
512079;2;Magdaléna;Kozáková;;57;vedúca pošty;001;90
512087;1;Marek;Chorváth;;32;starosta obce;001;69
512095;1;Ján;Fábry;;47;referent technického oddelenia;001;17
512095;2;Jana;Pagáčová;;58;samostatná odborná referentka;001;104
512109;1;Marcela;Pavlásková;Mgr.;52;starostka;001;68
512109;2;Juraj;Rišian;;36;živnostník;116;28
512117;1;Žaneta;Lichnerová;;43;starostka;001;62
512125;1;Ivana;Erteľová;Mgr.;46;starostka obce;001;79
512133;1;Roman;Kubala;Mgr.;51;učiteľ;001;397
512133;2;Zdenka;Maršalová;;62;starostka;001;334
512141;1;Zuzana;Chorváthová;Mgr.;43;samostatná referentka;001;40
512141;2;Michaela;Králová;;43;opatrovateľka;136;27
512150;1;Miroslav;Ďanovský;Ing.;45;starosta obce;001;213
512168;1;Branislav;Kohút;PaedDr.;47;riaditeľ útvaru;001;200
512206;1;Iveta;Balšianková;;49;starostka obce;001;154
512214;1;Eva;Gáborová;;46;starostka;001;285
512214;2;Janka;Šalagová;;53;samostatná odborná referentka;001;255
512222;1;Miloslav;Daubner;;62;samostatne zárobkovo činná osoba;001;127
512222;2;Milan;Lettrich;Ing.;57;starosta obce;001;303
512257;1;Lenka;Bednarovská;Mgr.;34;materská dovolenka;001;59
512257;2;Katarína;Hrošovská;;27;area manažérka;001;33
512265;1;Pavol;Janík;;58;elektrikár;111;18
512265;2;Rastislav;Lejtrich;Ing.;50;štátny zamestnanec;001;175
512265;3;Monika;Piliarová;Ing.;43;konateľka;001;59
512273;1;Ondrej;Piški;Ing.;56;starosta;001;474
512290;1;Stanislav;Rohoň;;54;starosta obce;001;102
512303;1;Róbert;Kleskeň;;46;starosta obce;136;48
512303;2;Eva;Korchanová;;43;SZČO;001;5
512311;1;Ivona;Snováková;;29;administratívna pracovníčka obecného úradu;001;64
512311;2;Viera;Strišková;;60;dôchodkyňa;001;10
512320;1;Peter;Kubík;;31;obchodný manažér;001;115
512338;1;Martina;Mračková;;48;starostka obce;001;46
512346;1;Adriana;Malatová;;52;starostka;136;46
512354;1;Erika;Cintulová;Mgr.;35;starostka obce;001;371
512354;2;Vladimír;Čambor;Ing.;48;expert pre procesný inžiniering;001;417
512354;3;Martin;Horička;Mgr., PhD.;38;pedagóg;001;41
512354;4;Róbert;Malárik;;50;manažér;125;14
512371;1;Ján;Mlynár;Ing.;56;starosta obce;128,104,135;477
512371;2;Ľubica;Streďaková;;34;administratívna pracovníčka;001;81
512389;1;Jozef;Čeman;;73;dôchodca;136;48
512389;2;Miroslava;Kráľová;Bc.;30;obchodná zástupkyňa;001;35
512389;3;Pavol;Mažgút;;33;konateľ spoločnosti;135;67
512389;4;Martin;Schestág;Ing.;50;úradník;001;396
512397;1;Lenka;Janíková;;50;starostka;132;35
512419;1;Petra;Malinová;;37;vedúca malopredajnej prevádzky;001;65
512427;1;Zdenka;Judáková;;48;starostka;136;32
512435;1;Juraj;Javor;Mgr.;56;výsluhový dôchodca;001;74
512435;2;Dana;Petrášková;Ing.;43;manažérka obchodného centra;001;353
512443;1;Jaroslav;Ďurdík;;49;strážna služba;109;24
512443;2;Róbert;Kubeš;Ing.;54;vedúci pracovník;001;143
512443;3;Miroslava;Sumková;Ing.;59;starostka;106;144
512460;1;Michal;Gálet;Mgr.;40;súkromný podnikateľ;001;314
512460;2;Elena;Krajčová;Ing.;51;starostka obce;001;353
512478;1;Peter;Majko;Ing.;59;starosta;132;244
512486;1;Taťana;Sivová;;60;knihovníčka;001;98
512494;1;Ivana;Frívaldská;Mgr.;56;učiteľka;001;33
512494;2;Eva;Piliarová;Ing.;39;účtovníčka;135;33
512508;1;Miroslav;Jánošík;Ing.;56;koordinátor - manažér;001;275
512508;2;Diana;Koškárová Jančíková;;49;manažérka ekonomického vzdelávania;154;111
512524;1;Viktória;Fľaková;;42;starostka;001;372
512524;2;Jozef;Zajasenský;;64;dôchodca;106;98
512541;1;Patrik;Antal;;49;starosta obce;001;200
512541;2;Ján;Bartoš;;57;živnostník;136;60
512559;1;Eva;Gajdicová;;56;starostka obce;001;79
512575;1;Miroslav;Dírer;;41;SZČO;001;50
512575;2;Zdena;Lichnerová;;50;starostka obce;001;82
512575;3;Janka;Virteľová;;54;samostatná odborná účtovníčka;001;9
512583;1;Anna ;Silvestrová;;49;starostka;001;288
512591;1;Božena;Drobková;Ing.;67;starostka;136;104
512591;2;Andrea;Kotyrová;PhDr.;46;sestrička;154;5
512605;1;Helena;Bulíková;;59;predavačka;001;4
512605;2;Milan;Franek;;36;moldár;001;20
512605;3;Katarína;Hammerová;;49;predavačka v novinovom stánku;001;60
512605;4;Blanka;Kovalčíková;;48;signalistka;001;18
512605;5;Erika;Lahutová;;64;starostka obce;136;75
512605;6;Ján;Novák;Ing.;59;obchodný a projektový manažér;001;19
512605;7;Tibor;Rišiaň;Ing.;38;hasič;001;102
512605;8;Zdenka;Schniererová;;54;samostatná odborná referentka;001;75
512613;1;Marek;Straka;Ing.;34;starosta obce;136;197
512613;2;Janka;Trieschmann;;59;administratívna pracovníčka;116;34
512621;1;Jana;Fontányová;Mgr.;35;rodičovská dovolenka;135;18
512621;2;Pavol;Grusmann;;43;starosta;001;407
512621;3;Marian;Ličko;Ing.;70;dôchodca;136;33
512630;1;Zuzana;Holková;;53;obchodná referentka;106;38
512630;2;Iveta;Krupcová;;51;ženská sestra;125;92
512648;1;Ľubomír;Červenec;Ing.;53;konateľ spoločnosti;116;89
512648;2;Vladimír;Olbert;Mgr.;55;referent rozvoja mesta;136;66
512648;3;Vladimír;Plžik;Ing.;62;samostatný referent;106;232
512648;4;Martin;Rybár;;48;starosta obce;001;1367
512656;1;Ľubomír;Maďari;;65;starosta obce;136;168
512664;1;Mariana;Buociková;Mgr.;38;právnička;001;82
512664;2;Ivan;Trimaj;;63;starosta;136,106;177
512664;3;Michaela;Zimanová;Mgr., PhD.;33;učiteľka;001;65
512672;1;Martin;Buocik;;41;starosta;001;113
512681;1;Miroslav;Blahušiak;Ing.;63;hlavný kontrolór;106;505
512681;2;Roman;Maťko;;47;živnostník;136;574
512681;3;Dušan;Novysedlák;Ing.;59;primátor mesta;001;649
512699;1;Ján;Teltsch;;42;starosta obce;001;174
512702;1;Jozef;Kocka;Mgr.;44;výsluhový dôchodca OS SR;137;141
512702;2;Eva;Královancová;Mgr.;36;učiteľka;001;28
512702;3;Peter;Vrabec;Mgr. art.;39;grafik, dizajnér;001;296
512711;1;Katarína;Boková;;40;referentka oddelenia exportu;133;46
512711;2;Lenka;Sláviková;Mgr.;39;garantka komunitného centra;136;261
512711;3;Adriana;Záborská;Ing.;50;starostka obce;001;219
512729;1;Ladislav;Horňák;Ing.;71;dôchodca;107;140
512729;2;Igor;Hus;Mgr.;53;primátor mesta;001;1625
512729;3;Rastislav;Makový;;40;živnostník;125;469
512737;1;Viera;Hanesová;Ing.;61;starostka;001;42
512753;1;Ondrej;Výbošťok;;55;starosta;001;180
512761;1;Jozef;Balek;;45;elektrotechnik;001;214
512761;2;Štefan;Keltoš;Ing.;33;referent stavebného úradu;001;533
512761;3;Katarína;Tomášová;PhDr.;46;vedúca zamestnankyňa v samospráve;106;103
512788;1;Jana;Boďová;;56;starostka;001;102
512796;1;František ;Hideg;;61;starosta obce;001;179
512818;1;Katarína;Kurhajcová Záborská;Ing.;38;finančná poradkyňa;001;79
512834;1;Zuzana;Valocká;Ing.;53;starostka;001;386
512842;1;Katarína;Beranová;Mgr.;73;riaditeľka občianskeho združenia;001;290
512842;2;Richard;Gajdošík;Ing.;55;manažér reštauračného zariadenia;137;73
512842;3;Maroš;Chudovský;Mgr., PhD.;33;diplomat;001;5485
512842;4;Karol;Janas;doc. PhDr. PaedDr., PhD.;52;primátor;106,136,132;7132
512842;5;Marian;Kňažko;Ing.;58;stredoškolský učiteľ;131;113
512842;6;Milan;Oršula;Ing.;39;senior projektový koordinátor;119,152,103;89
512842;7;Mikuláš;Prokop;Mgr.;35;právny asistent;001;484
512842;8;Jaroslav;Ševčík;Ing.;62;riaditeľ spoločnosti;116;337
512851;1;Ivan;Jankovič;Bc.;51;skladník;132;198
512851;2;Ján;Prekop;;64;starosta obce Beluša;001;1798
512851;3;Matej;Slávik;Ing.;30;fotograf;001;585
512885;1;Martin;Rác;Ing.;43;starosta obce;001;349
512915;1;Dagmar;Mikudíková;Ing.;54;starostka obce;106,136,132;350
512915;2;Miroslav;Šterdas;;56;manipulant;001;248
512931;1;Dušan;Gábor;;49;štátny zamestnanec;001;176
512931;2;Alena;Geregová;;50;starostka;116;206
512940;1;Miloš;Baška;;49;operátor výroby;001;153
512940;2;Milan;Panáček;Ing.;45;starosta obce;136,106;574
512940;3;Pavol;Zatlukal;;40;konateľ;154;84
512958;1;Ján;Dedko;;49;technicko hospodársky pracovník;125;45
512958;2;Lukáš;Pekara;Ing.;34;starosta obce;001;453
512966;1;Juraj;Klabník;;31;SZČO;001;30
512966;2;Zuzana;Polníková;Bc.;45;administratívna pracovníčka;001;344
512966;3;Peter;Šujak;Ing.;54;starosta;001;367
513008;1;František;Matušík;;39;starosta obce;001;728
513008;2;Ján;Vanečko;;55;SZČO;116;85
513016;1;Peter;Kudlík;;47;manažér;001;280
513016;2;Milan;Staňo;Ing.;59;manažér, pedagóg;001;889
513016;3;Peter;Wolf;Mgr. et Mgr.;36;primátor mesta;001;5568
513024;1;Jozef;Šamaj;Ing.;61;starosta;001;342
513083;1;Miroslav;Hamar;Ing.;62;starosta obce;136,106,132;229
513083;2;Boris;Krajčík;;33;servisný technik;001;24
513083;3;Michal;Kršík;;43;vodič autobusu;125;68
513083;4;Peter;Trmík;;54;predajca;001;7
513091;1;Milan;Staňo;Ing.;57;starosta obce;132;482
513091;2;Miloš;Staňo;;40;živnostník;001;35
513121;1;Ľudmila;Bieliková;;51;vedúca pošty;111;105
